rrp,4 : 0.00 secs
rrp,7 : 0.04 secs
exploit/b=False,20 : 0.22 secs
exploit/b=True,20 : 0.37 secs
exploit/b=False,30 : 0.86 secs
exploit/b=True,30 : 0.96 secs
exploit/b=False,40 : 1.30 secs
exploit/b=True,40 : 1.33 secs
rrp,4 : 0.01 secs
rrp,7 : 0.14 secs
explore/b=False,20 : 0.54 secs
explore/b=True,20 : 0.56 secs
explore/b=False,30 : 0.92 secs
explore/b=True,30 : 0.92 secs
explore/b=False,40 : 1.28 secs
explore/b=True,40 : 1.35 secs
#
 0,        exploit/b=False,20,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.01
 0,        exploit/b=False,30,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.01
 0,         exploit/b=True,30,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
 0,        exploit/b=False,40,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
 0,         exploit/b=True,40,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
 0,        explore/b=False,40,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
 0,         explore/b=True,40,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
 0,         explore/b=True,30,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
 0,         exploit/b=True,20,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.01
 0,        explore/b=False,20,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.01
 0,         explore/b=True,20,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.01
 0,        explore/b=False,30,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
#
 1,                     rrp,4,  0.05,  0.15,   *   ---           |                   ,  0.00,  0.01,  0.05,  0.17,  0.25
 1,                     rrp,4,  0.06,  0.15,   *   ----          |                   ,  0.00,  0.00,  0.06,  0.15,  0.27
#
 2,                     rrp,7,  0.24,  0.26,   -      *   --     |                   ,  0.06,  0.09,  0.24,  0.35,  0.38
 2,                     rrp,7,  0.24,  0.26, --       *   -      |                   ,  0.01,  0.07,  0.24,  0.33,  0.37
#
 3,                  asIs,196,  0.25,  0.13, --------  *  ------ |                   ,  0.01,  0.20,  0.25,  0.33,  0.48
